238T7,169,490203081007
257K8,597,490205071308
26578,831,490206050708
28T76,44,490208100706
295Q8,914,490209051208
29TQ5,91,490209101205
2T97A,665,490210090714
2T983,100,490210090803
2K968,68,490213090608
2AQ5K,200,490214120513
32594,960,490302050904
34982,278,490304090802
34Q82,472,490304120802
3782A,195,490307080214
3Q9A5,777,490312091405
3A269,128,490314020609
3A4T7,894,490314041007
3AQT8,157,490314121008
4295K,89,490402090513
4297A,451,490402090714
4382A,622,490403080214
43895,140,490403080905
468Q9,827,490406081209
49T85,411,490409100805
4T278,852,490410020708
4T6QA,905,490410061214
4Q9T3,990,490412091003
4K869,885,490413080609
4A693,643,490414060903
523T4,722,490502031004
532QT,998,490503021210
536A4,170,490503061404
5389A,234,490503080914
54379,493,490504030709
56839,644,490506080309
56T28,99,490506100208
56AK9,142,490506141309
58T34,85,490508100304
5TK62,457,490510130602
5Q49K,866,490512040913
5Q4A3,692,490512041403
5QKA6,876,490512131406
645Q2,471,490604051202
64952,62,490604090502
68TQ4,151,490608101204
69A52,566,490609140502
6T548,859,490610050408
6TA39,171,490610140309
6TA79,858,490610140709
6QT28,246,490612100208
6KQT8,404,490613121008
6A5Q8,133,490614051208
6AT29,515,490614100209
72AQ3,348,490702141203
7365A,834,490703060514
739QK,400,490703091213
73TQK,615,490703101213
7836A,464,490708030614
798TK,823,490709081013
7T6QA,642,490710061214
7Q5A3,929,490712051403
7AT3Q,145,490714100312
824K7,739,490802041307
84Q95,25,490804120905
84A67,760,490804140607
87364,762,490807030604
87Q6T,544,490807120610
8T43A,942,490810040314
8K2TA,476,490813021014
8K5QT,561,490813051210
92356,627,490902030506
923A7,384,490902031407
957AK,671,490905071413
95QA7,613,490905121407
98TA7,399,490908101407
9TA6Q,617,490910140612
9Q875,753,490912080705
9QK6T,938,490912130610
9KA5Q,462,490913140512
9A47Q,110,490914040712
9A48K,17,490914040813
9A6Q7,64,490914061207
T4Q58,616,491004120508
T5239,851,491005020309
T65KQ,841,491006051312
T6784,395,491006070804
T7524,683,491007050204
T7K36,325,491007130306
T8A96,529,491008140906
T9236,448,491009020306
T97A3,594,491009071403
T9Q28,587,491009120208
TQ758,759,491012070508
TK83A,53,491013080314
TA586,886,491014050806
TAK79,984,491014130709
Q27K5,970,491202071305
Q29A6,358,491202091406
Q39K6,257,491203091306
Q53A2,543,491205031402
Q58T6,992,491205081006
Q6374,161,491206030704
Q68A7,752,491206081407
Q7683,855,491207060803
Q78K9,507,491207081309
Q7K36,842,491207130306
Q894A,603,491208090414
Q94A5,121,491209041405
Q9K25,190,491209130205
QA28T,8,491214020810
K2465,770,491302040605
K2539,445,491302050309
K3459,599,491303040509
K6T45,902,491306100405
K8256,713,491308020506
K8TAQ,969,491308101412
KT2A4,591,491310021404
KT528,27,491310050208
KA976,158,491314090706
KAQ23,314,491314120203
A2658,531,491402060508
A5849,202,491405080409
A5T8Q,889,491405100812
A74Q8,366,491407041208
A7865,396,491407080605
A8569,380,491408050609
ATKQ7,783,491410131207
AK9T3,303,491413091003
J243T,965,590102040310
J4287,417,590104020807
J42K8,469,590104021308
J4795,576,590104070905
J4K73,956,590104130703
J583K,206,590105080313
J74A9,318,590107041409
J7923,217,590107090203
J7946,304,590107090406
J7T86,42,590107100806
J7TK8,916,590107101308
J8QK4,691,590108121304
J9583,605,590109050803
JTK95,684,590110130905
JQ236,155,590112020306
JQ382,825,590112030802
JQ53T,900,590112050310
JAT79,455,590114100709
2J4TA,951,590201041014
22437,260,590202040307
227TQ,776,590202071012
25975,346,590205090705
26J93,60,590206010903
26QQ5,650,590206121205
28J6T,240,590208010610
286TT,218,590208061010
2876J,694,590208070601
289AA,63,590208091414
29869,374,590209080609
2TT39,997,590210100309
2Q2T6,890,590212021006
2K5J6,933,590213050106
3J57A,817,590301050714
3235K,108,590302030513
32544,857,590302050404
32Q24,272,590302120204
354T3,921,590305041003
3558T,609,590305050810
35898,194,590305080908
366T4,301,590306061004
3676K,324,590306070613
3754J,744,590307050401
38KQK,79,590308131213
3924J,716,590309020401
392A2,774,590309021402
398JQ,582,590309080112
3TJK7,792,590310011307
3T2T6,723,590310021006
3T963,69,590310090603
3TQQA,250,590310121214
3Q66T,981,590312060610
3Q98Q,230,590312090812
3QT93,618,590312100903
3KJ27,560,590313010207
3K44Q,522,590313040412
3AA5Q,657,590314140512
4JT95,920,590401100905
4236J,222,590402030601
423A4,879,590402031404
428JA,569,590402080114
4282Q,126,590402080212
4335A,707,590403030514
43626,139,590403060206
439QQ,863,590403091212
44632,37,590404060302
447A2,592,590404071402
44A38,797,590404140308
47TA7,810,590407101407
48775,248,590408070705
4T4KA,640,590410041314
4Q62Q,279,590412060212
4QQA9,919,590412121409
4K2QK,179,590413021213
4K42Q,426,590413040212
4A272,52,590414020702
4AA68,415,590414140608
5J39Q,743,590501030912
54834,741,590504080304
562J3,767,590506020103
56AQJ,320,590506141201
57466,213,590507040606
57QQ9,581,590507121209
588T2,688,590508081002
58AQ8,963,590508141208
5T399,3,590510030909
5Q546,379,590512050406
5Q5K3,129,590512051303
5K65Q,356,590513060512
5AJ3K,412,590514010313
5A6J3,58,590514060103
5AQ65,940,590514120605
5AK4A,968,590514130414
6J72A,606,590601070214
6JQ3T,687,590601120310
62QJ5,539,590602120105
632AJ,294,590603021401
64J59,532,590604010509
64JQ8,499,590604011208
64TJ8,630,590604100108
65258,559,590605020508
6572J,345,590605070201
66TK9,610,590606101309
678J4,123,590607080104
67TT4,820,590607101004
69367,730,590609030607
6956T,512,590609050610
69K88,178,590609130808
6T5TQ,387,590610051012
6TTQK,853,590610101213
6K244,843,590613020404
6KAJ3,409,590613140103
6AAK9,980,590614141309
7JK93,872,590701130903
732KK,482,590703021313
753J2,714,590705030102
75Q79,283,590705120709
7622Q,950,590706020212
7742A,788,590707040214
77T2Q,264,590707100212
77T82,844,590707100802
77KQ9,361,590707131209
788A6,898,590708081406
793KK,286,590709031313
7TQ55,748,590710120505
7Q279,800,590712020709
7QT3J,321,590712100301
7K723,7,590713070203
8J6Q9,439,590801061209
8J93K,635,590801090313
8J97K,124,590801090713
82J3A,175,590802010314
859J6,436,590805090106
863T6,910,590806031006
87A99,172,590807140909
8829A,364,590808020914
885TA,180,590808051014
88A3T,945,590808140310
89JA2,771,590809011402
8996K,633,590809090613
8T4AT,746,590810041410
8TAJ5,251,590810140105
8QTJK,638,590812100113
8K3JT,386,590813030110
8A268,276,590814020608
9J2K3,402,590901021303
93792,812,590903070902
95J32,182,590905010302
95926,818,590905090206
97A39,148,590907140309
9894K,159,590908090413
98ATJ,156,590908141001
995KA,65,590909051314
9T2Q2,494,590910021202
9T557,269,590910050507
9TA9K,207,590910140913
9QK6Q,906,590912130612
9KK38,281,590913130308
9A68J,856,590914060801
T2274,122,591002020704
T2447,726,591002040407
T2696,239,591002060906
T2Q6J,845,591002120601
T3A5T,430,591003140510
T4428,266,591004040208
T449Q,484,591004040912
T48J5,893,591004080105
T6377,243,591006030707
T656A,373,591006050614
T6746,196,591006070406
T68QJ,962,591006081201
T68KK,138,591006081313
T78T4,527,591007081004
T85T4,237,591008051004
T86T9,943,591008061009
T8AKK,316,591008141313
T9767,908,591009070607
TQJ56,219,591012010506
TQJKA,265,591012011314
TA74A,330,591014070414
TA979,521,591014090709
QJ7A4,838,591201071404
Q639Q,10,591206030912
Q7TTK,489,591207101013
Q87A7,160,591208071407
Q8QK5,184,591208121305
Q8K28,528,591208130208
QTJ75,299,591210010705
QT7K7,308,591210071307
QTAJ6,149,591210140106
QK2QT,497,591213021210
QK9K2,468,591213091302
QA223,136,591214020203
QA63J,952,591214060301
QA737,887,591214070307
K23JQ,335,591302030112
K269J,720,591302060901
K3J59,339,591303010509
K3774,721,591303070704
K72T7,829,591307021007
K792J,268,591307090201
K89QQ,696,591308091212
K9259,334,591309020509
KTA88,536,591310140808
KQ8TK,319,591312081013
KQT2K,795,591312100213
KK7T3,262,591313071003
KKQT5,256,591313121005
KAT2T,197,591314100210
AJ6KQ,679,591401061312
AJ8Q6,93,591401081206
AJ8KT,524,591401081310
AJ9Q5,710,591401091205
AJKT5,474,591401131005
A25J7,212,591402050107
A25A4,580,591402051404
A2656,119,591402060506
A2K7K,547,591402130713
A3QQ8,315,591403121208
A42J3,336,591404020103
A422Q,98,591404020212
A4266,188,591404020606
A52J4,351,591405020104
A55Q9,875,591405051209
A56J7,405,591405060107
A5996,954,591405090906
A5TQ5,785,591405101205
A5Q8A,912,591405120814
A99K8,167,591409091308
AQ56Q,611,591412050612
223TT,565,690202031010
223QQ,620,690202031212
22499,892,690202040909
22559,285,690202050509
23993,22,690203090903
24472,352,690204040702
25533,292,690205050303
262QQ,787,690206021212
26624,419,690206060204
27723,106,690207070203
28442,43,690208040402
28628,924,690208060208
28992,715,690208090902
2KK2Q,340,690213130212
2A88A,95,690214080814
339K9,45,690303091309
343TT,46,690304031010
344TT,848,690304041010
34K4K,689,690304130413
35588,141,690305050808
35635,645,690305060305
35757,186,690305070507
3636Q,103,690306030612
37997,403,690307090907
383KK,477,690308031313
38737,408,690308070307
38853,434,690308080503
38938,147,690308090308
433K4,508,690403031304
44577,632,690404050707
448A8,443,690404081408
44996,382,690404090906
46767,836,690406070607
47TT4,961,690407101004
49849,682,690409080409
4Q9Q4,164,690412091204
4QQ4K,435,690412120413
4K4KA,24,690413041314
4A45A,104,690414040514
53939,509,690503090309
54858,928,690504080508
5522T,925,690505020210
5588A,519,690505080814
55K8K,312,690505130813
55KQQ,849,690505131212
56Q6Q,208,690506120612
57252,376,690507020502
59QQ5,437,690509121205
5T44T,517,690510040410
5QQ56,173,690512120506
5QA5Q,563,690512140512
5A54A,1000,690514050414
63623,983,690603060203
655T6,23,690605051006
65695,350,690605060905
66544,429,690606050404
66922,105,690606090202
66AA7,57,690606141407
6K6K7,973,690613061307
6A22A,653,690614020214
73366,347,690703030606
73763,809,690703070603
757QQ,38,690705071212
76TT7,903,690706101007
77224,227,690707020204
77822,215,690707080202
787A8,51,690708071408
7887K,631,690708080713
79272,982,690709020702
7TT74,487,690710100704
7K7K4,296,690713071304
7A7A3,828,690714071403
7A7A8,955,690714071408
88223,201,690808020203
88779,342,690808070709
88AA5,460,690808141405
8Q86Q,6,690812080612
8A99A,765,690814090914
92A92,677,690902140902
95795,61,690905070905
97393,481,690907030903
97733,385,690907070303
97QQ7,596,690907121207
98779,718,690908070709
99488,667,690909040808
99Q6Q,389,690909120612
9K494,729,690913040904
9A88A,799,690914080814
T2992,516,691002090902
T2Q2T,666,691002120210
T338T,629,691003030810
T44T8,941,691004041008
T676T,993,691006070610
T9595,506,691009050905
TT272,277,691010020702
TT335,636,691010030305
TT633,153,691010060303
TT6KK,56,691010061313
TT778,185,691010070708
TT998,877,691010090908
TQ99Q,267,691012090912
TKK4T,926,691013130410
Q2727,177,691202070207
Q2Q52,530,691202120502
Q46Q4,422,691204061204
Q488Q,669,691204080812
Q4QA4,542,691204121404
Q55Q3,869,691205051203
Q5Q44,1,691205120404
Q6Q26,144,691206120206
Q7QK7,717,691207121307
Q929Q,401,691209020912
QTTQ2,12,691210101202
QQKTT,751,691212131010
K242K,209,691302040213
K2K82,29,691302130802
K3K22,470,691303130202
K4848,216,691304080408
K565K,572,691305060513
K7QK7,814,691307121307
KQ8Q8,375,691312081208
KQQK2,504,691312121302
KK884,310,691313080804
KA2AK,690,691314021413
A5A66,966,691405140606
A6A62,407,691406140602
A7A7K,708,691407140713
A887A,971,691408080714
A8TA8,754,691408101408
A966A,661,691409060614
A9696,255,691409060906
ATA55,593,691410140505
AK9AK,372,691413091413
AAQ77,678,691414120707
J23T3,228,790102031003
J2TQQ,939,790102101212
J2KK7,383,790102131307
J3J29,520,790103010209
J3683,704,790103060803
J373A,525,790103070314
J3Q6J,510,790103120601
J4456,747,790104040506
J448Q,673,790104040812
J52J4,220,790105020104
J525T,996,790105020510
J55TK,518,790105051013
J5K58,135,790105130508
J6998,705,790106090908
J7339,639,790107030309
J86A6,205,790108061406
J87QJ,76,790108071201
JT883,81,790110080803
JQ2Q7,794,790112021207
JQ68J,323,790112060801
JA5AK,454,790114051413
JA6JK,231,790114060113
2242K,548,790202040213
225JK,786,790202050113
22QT2,935,790202121002
2333K,211,790203030313
24228,49,790204020208
26J42,94,790206010402
2652J,355,790206050201
26T2J,870,790206100201
27774,896,790207070704
2777A,40,790207070714
282J6,502,790208020106
28262,73,790208020602
285J5,698,790208050105
29242,735,790209020402
292T2,70,790209021002
29995,651,790209090905
29KKK,697,790209131313
2Q2J4,244,790212020104
2QAAA,826,790212141414
2A2JK,259,790214020113
2A72J,839,790214070201
3233A,778,790302030314
33J85,649,790303010805
33539,840,790303050309
33A3T,579,790303140310
35373,558,790305030703
363Q3,313,790306031203
3844J,440,790308040401
399JA,791,790309090114
3T332,835,790310030302
3Q343,986,790312030403
3AJQ3,423,790314011203
4J665,749,790401060605
4JK47,317,790401130407
4JKK8,761,790401131308
44483,999,790404040803
4464K,656,790404060413
4484Q,987,790404080412
4484K,706,790404080413
45JT5,221,790405011005
454K4,711,790405041304
45556,363,790405050506
45A55,360,790405140505
4745J,793,790407040501
48J28,327,790408010208
49JK9,214,790409011309
4TJ5T,500,790410010510
4QQQ8,102,790412121208
4AJA3,837,790414011403
5J232,66,790501020302
5J2Q2,459,790501021202
5J5A7,59,790501051407
52JKK,619,790502011313
5556K,130,790505050613
555Q7,414,790505051207
55K5Q,909,790505130512
57J74,97,790507010704
575A5,577,790507051405
57T77,39,790507100707
58K88,756,790508130808
59222,150,790509020202
59949,553,790509090409
59TTT,120,790509101010
5T455,118,790510040505
5Q855,418,790512080505
6J6K2,446,790601061302
6JK6T,571,790601130610
62T66,911,790602100606
635J6,637,790603050106
63QQJ,699,790603121201
65A66,871,790605140606
663T6,658,790606031006
665Q6,78,790606051206
66Q6T,11,790606120610
66K56,511,790606130506
68466,537,790608040606
6888T,574,790608080810
68A8J,263,790608140801
6TJTQ,575,790610011012
6Q662,452,790612060602
6K6QJ,397,790613061201
6KK9J,807,790613130901
6KKKQ,913,790613131312
7JJ95,757,790701010905
7J252,183,790701020502
7333Q,137,790703030312
73787,501,790703070807
74JJK,341,790704010113
752J7,712,790705020107
77J42,275,790707010402
77789,288,790707070809
79299,772,790709020909
7TTJ8,307,790710100108
7TKTJ,41,790710131001
7Q2QQ,655,790712021212
7KJ79,567,790713010709
7K8KK,154,790713081313
7KKK9,410,790713131309
7A7K7,904,790714071307
8JA4A,936,790801140414
82J83,540,790802010803
82J87,293,790802010807
82883,492,790802080803
833QJ,274,790803031201
84442,72,790804040402
85887,367,790805080807
87J44,861,790807010404
87K8J,461,790807130801
884JT,450,790808040110
8848A,198,790808040814
8TJQJ,300,790810011201
8A2AJ,371,790814021401
92722,224,790902070202
92QQQ,116,790902121212
949Q9,514,790904091209
