238T7,169,490203081007
257K8,597,490205071308
26578,831,490206050708
26J93,60,490206110903
2876J,694,490208070611
28T76,44,490208100706
28J6T,240,490208110610
295Q8,914,490209051208
29TQ5,91,490209101205
2T97A,665,490210090714
2T983,100,490210090803
2J4TA,951,490211041014
2K5J6,933,490213051106
2K968,68,490213090608
2AQ5K,200,490214120513
32594,960,490302050904
34982,278,490304090802
34Q82,472,490304120802
3754J,744,490307050411
3782A,195,490307080214
3924J,716,490309020411
398JQ,582,490309081112
3TJK7,792,490310111307
3J57A,817,490311050714
3Q9A5,777,490312091405
3KJ27,560,490313110207
3A269,128,490314020609
3A4T7,894,490314041007
3AQT8,157,490314121008
4236J,222,490402030611
428JA,569,490402081114
4295K,89,490402090513
4297A,451,490402090714
4382A,622,490403080214
43895,140,490403080905
468Q9,827,490406081209
49T85,411,490409100805
4T278,852,490410020708
4T6QA,905,490410061214
4JT95,920,490411100905
4Q9T3,990,490412091003
4K869,885,490413080609
4A693,643,490414060903
523T4,722,490502031004
532QT,998,490503021210
536A4,170,490503061404
5389A,234,490503080914
54379,493,490504030709
562J3,767,490506021103
56839,644,490506080309
56T28,99,490506100208
56AQJ,320,490506141211
56AK9,142,490506141309
58T34,85,490508100304
5TK62,457,490510130602
5J39Q,743,490511030912
5Q49K,866,490512040913
5Q4A3,692,490512041403
5QKA6,876,490512131406
5A6J3,58,490514061103
5AJ3K,412,490514110313
62QJ5,539,490602121105
632AJ,294,490603021411
645Q2,471,490604051202
64952,62,490604090502
64TJ8,630,490604101108
64J59,532,490604110509
64JQ8,499,490604111208
6572J,345,490605070211
678J4,123,490607081104
68TQ4,151,490608101204
69A52,566,490609140502
6T548,859,490610050408
6TA39,171,490610140309
6TA79,858,490610140709
6J72A,606,490611070214
6JQ3T,687,490611120310
6QT28,246,490612100208
6KQT8,404,490613121008
6KAJ3,409,490613141103
6A5Q8,133,490614051208
6AT29,515,490614100209
72AQ3,348,490702141203
7365A,834,490703060514
739QK,400,490703091213
73TQK,615,490703101213
753J2,714,490705031102
7836A,464,490708030614
798TK,823,490709081013
7T6QA,642,490710061214
7JK93,872,490711130903
7Q5A3,929,490712051403
7QT3J,321,490712100311
7AT3Q,145,490714100312
824K7,739,490802041307
82J3A,175,490802110314
84Q95,25,490804120905
84A67,760,490804140607
859J6,436,490805091106
87364,762,490807030604
87Q6T,544,490807120610
89JA2,771,490809111402
8T43A,942,490810040314
8TAJ5,251,490810141105
8J6Q9,439,490811061209
8J93K,635,490811090313
8J97K,124,490811090713
8QTJK,638,490812101113
8K2TA,476,490813021014
8K3JT,386,490813031110
8K5QT,561,490813051210
92356,627,490902030506
923A7,384,490902031407
957AK,671,490905071413
95J32,182,490905110302
95QA7,613,490905121407
98TA7,399,490908101407
98ATJ,156,490908141011
9TA6Q,617,490910140612
9J2K3,402,490911021303
9Q875,753,490912080705
9QK6T,938,490912130610
9KA5Q,462,490913140512
9A47Q,110,490914040712
9A48K,17,490914040813
9A68J,856,490914060811
9A6Q7,64,490914061207
T2Q6J,845,491002120611
T48J5,893,491004081105
T4Q58,616,491004120508
T5239,851,491005020309
T65KQ,841,491006051312
T6784,395,491006070804
T68QJ,962,491006081211
T7524,683,491007050204
T7K36,325,491007130306
T8A96,529,491008140906
T9236,448,491009020306
T97A3,594,491009071403
T9Q28,587,491009120208
TQ758,759,491012070508
TQJ56,219,491012110506
TQJKA,265,491012111314
TK83A,53,491013080314
TA586,886,491014050806
TAK79,984,491014130709
J243T,965,491102040310
J4287,417,491104020807
J42K8,469,491104021308
J4795,576,491104070905
J4K73,956,491104130703
J583K,206,491105080313
J74A9,318,491107041409
J7923,217,491107090203
J7946,304,491107090406
J7T86,42,491107100806
J7TK8,916,491107101308
J8QK4,691,491108121304
J9583,605,491109050803
JTK95,684,491110130905
JQ236,155,491112020306
JQ382,825,491112030802
JQ53T,900,491112050310
JAT79,455,491114100709
Q27K5,970,491202071305
Q29A6,358,491202091406
Q39K6,257,491203091306
Q53A2,543,491205031402
Q58T6,992,491205081006
Q6374,161,491206030704
Q68A7,752,491206081407
Q7683,855,491207060803
Q78K9,507,491207081309
Q7K36,842,491207130306
Q894A,603,491208090414
Q94A5,121,491209041405
Q9K25,190,491209130205
QTJ75,299,491210110705
QTAJ6,149,491210141106
QJ7A4,838,491211071404
QA28T,8,491214020810
QA63J,952,491214060311
K23JQ,335,491302031112
K2465,770,491302040605
K2539,445,491302050309
K269J,720,491302060911
K3459,599,491303040509
K3J59,339,491303110509
K6T45,902,491306100405
K792J,268,491307090211
K8256,713,491308020506
K8TAQ,969,491308101412
KT2A4,591,491310021404
KT528,27,491310050208
KA976,158,491314090706
KAQ23,314,491314120203
A25J7,212,491402051107
A2658,531,491402060508
A42J3,336,491404021103
A52J4,351,491405021104
A56J7,405,491405061107
A5849,202,491405080409
A5T8Q,889,491405100812
A74Q8,366,491407041208
A7865,396,491407080605
A8569,380,491408050609
ATKQ7,783,491410131207
AJ6KQ,679,491411061312
AJ8Q6,93,491411081206
AJ8KT,524,491411081310
AJ9Q5,710,491411091205
AJKT5,474,491411131005
AK9T3,303,491413091003
22437,260,590202040307
225JK,786,590202051113
227TQ,776,590202071012
25975,346,590205090705
2652J,355,590206050211
26T2J,870,590206100211
26J42,94,590206110402
26QQ5,650,590206121205
282J6,502,590208021106
285J5,698,590208051105
286TT,218,590208061010
289AA,63,590208091414
29869,374,590209080609
2TT39,997,590210100309
2Q2T6,890,590212021006
2Q2J4,244,590212021104
2A2JK,259,590214021113
2A72J,839,590214070211
3235K,108,590302030513
32544,857,590302050404
32Q24,272,590302120204
33J85,649,590303110805
354T3,921,590305041003
3558T,609,590305050810
35898,194,590305080908
366T4,301,590306061004
3676K,324,590306070613
3844J,440,590308040411
38KQK,79,590308131213
392A2,774,590309021402
399JA,791,590309091114
3T2T6,723,590310021006
3T963,69,590310090603
3TQQA,250,590310121214
3Q66T,981,590312060610
3Q98Q,230,590312090812
3QT93,618,590312100903
3K44Q,522,590313040412
3AJQ3,423,590314111203
3AA5Q,657,590314140512
423A4,879,590402031404
4282Q,126,590402080212
4335A,707,590403030514
43626,139,590403060206
439QQ,863,590403091212
44632,37,590404060302
447A2,592,590404071402
44A38,797,590404140308
45JT5,221,590405111005
4745J,793,590407040511
47TA7,810,590407101407
48775,248,590408070705
48J28,327,590408110208
49JK9,214,590409111309
4T4KA,640,590410041314
4TJ5T,500,590410110510
4J665,749,590411060605
4JK47,317,590411130407
4JKK8,761,590411131308
4Q62Q,279,590412060212
4QQA9,919,590412121409
4K2QK,179,590413021213
4K42Q,426,590413040212
4A272,52,590414020702
4AJA3,837,590414111403
4AA68,415,590414140608
52JKK,619,590502111313
54834,741,590504080304
57466,213,590507040606
57J74,97,590507110704
57QQ9,581,590507121209
588T2,688,590508081002
58AQ8,963,590508141208
5T399,3,590510030909
5J232,66,590511020302
5J2Q2,459,590511021202
5J5A7,59,590511051407
5Q546,379,590512050406
5Q5K3,129,590512051303
5K65Q,356,590513060512
5AQ65,940,590514120605
5AK4A,968,590514130414
635J6,637,590603051106
63QQJ,699,590603121211
65258,559,590605020508
66TK9,610,590606101309
67TT4,820,590607101004
68A8J,263,590608140811
69367,730,590609030607
6956T,512,590609050610
69K88,178,590609130808
6T5TQ,387,590610051012
6TTQK,853,590610101213
6TJTQ,575,590610111012
6J6K2,446,590611061302
6JK6T,571,590611130610
6K244,843,590613020404
6K6QJ,397,590613061211
6KK9J,807,590613130911
6AAK9,980,590614141309
732KK,482,590703021313
74JJK,341,590704111113
752J7,712,590705021107
75Q79,283,590705120709
7622Q,950,590706020212
7742A,788,590707040214
77T2Q,264,590707100212
77T82,844,590707100802
77J42,275,590707110402
77KQ9,361,590707131209
788A6,898,590708081406
793KK,286,590709031313
7TTJ8,307,590710101108
7TQ55,748,590710120505
7TKTJ,41,590710131011
7J252,183,590711020502
7JJ95,757,590711110905
7Q279,800,590712020709
7K723,7,590713070203
7KJ79,567,590713110709
82J83,540,590802110803
82J87,293,590802110807
833QJ,274,590803031211
863T6,910,590806031006
87J44,861,590807110404
87K8J,461,590807130811
87A99,172,590807140909
8829A,364,590808020914
884JT,450,590808041110
885TA,180,590808051014
88A3T,945,590808140310
8996K,633,590809090613
8T4AT,746,590810041410
8TJQJ,300,590810111211
8JA4A,936,590811140414
8A268,276,590814020608
8A2AJ,371,590814021411
93792,812,590903070902
95926,818,590905090206
969J3,223,590906091103
96AJ9,702,590906141109
97A39,148,590907140309
9894K,159,590908090413
98JQ9,329,590908111209
995KA,65,590909051314
9T2Q2,494,590910021202
9T557,269,590910050507
9TJAA,562,590910111414
9TA9K,207,590910140913
9QK6Q,906,590912130612
9KK38,281,590913130308
T2274,122,591002020704
T2447,726,591002040407
T2696,239,591002060906
T3A3J,192,591003140311
T3A5T,430,591003140510
T4428,266,591004040208
T449Q,484,591004040912
T4TJ9,441,591004101109
T6377,243,591006030707
T656A,373,591006050614
T6746,196,591006070406
T67J7,766,591006071107
T68KK,138,591006081313
T787J,127,591007080711
T78T4,527,591007081004
T85T4,237,591008051004
T868J,584,591008060811
T86T9,943,591008061009
T8AKK,316,591008141313
T9767,908,591009070607
T9J95,646,591009110905
T9ATJ,725,591009141011
TJ24J,92,591011020411
TQ9JQ,554,591012091112
TA3JT,193,591014031110
TA74A,330,591014070414
TA979,521,591014090709
TAJKT,291,591014111310
J23T3,228,591102031003
J2TQQ,939,591102101212
J2KK7,383,591102131307
J3683,704,591103060803
J373A,525,591103070314
J3J29,520,591103110209
J3Q6J,510,591103120611
J4456,747,591104040506
J448Q,673,591104040812
J525T,996,591105020510
J52J4,220,591105021104
J55TK,518,591105051013
J5K58,135,591105130508
J6998,705,591106090908
J7339,639,591107030309
J86A6,205,591108061406
J87QJ,76,591108071211
JT883,81,591110080803
JQ2Q7,794,591112021207
JQ68J,323,591112060811
JA5AK,454,591114051413
JA6JK,231,591114061113
Q2KKJ,733,591202131311
Q553J,370,591205050311
Q5J33,806,591205110303
Q5J52,964,591205110502
Q5J99,189,591205110909
Q639Q,10,591206030912
Q7TTK,489,591207101013
Q87A7,160,591208071407
Q882J,758,591208080211
Q8QK5,184,591208121305
Q8K28,528,591208130208
QT7K7,308,591210071307
QJ699,846,591211060909
QJTQK,388,591211101213
QQ96J,35,591212090611
QK2QT,497,591213021210
QK9K2,468,591213091302
QA223,136,591214020203
QA737,887,591214070307
K3774,721,591303070704
K383J,55,591303080311
K72T7,829,591307021007
K89QQ,696,591308091212
K9259,334,591309020509
KTA88,536,591310140808
KJ577,447,591311050707
KJ868,115,591311080608
KJJ3T,647,591311110310
KQ8TK,319,591312081013
KQT2K,795,591312100213
KQJ2J,16,591312110211
KK6J4,295,591313061104
KK7T3,262,591313071003
KKQT5,256,591313121005
KAT2T,197,591314100210
A25A4,580,591402051404
A2656,119,591402060506
A2K7K,547,591402130713
A3QQ8,315,591403121208
A422Q,98,591404020212
A4266,188,591404020606
A55Q9,875,591405051209
A5996,954,591405090906
A5TQ5,785,591405101205
A5J3J,808,591405110311
A5JA2,573,591405111402
A5Q8A,912,591405120814
A737J,967,591407030711
A99K8,167,591409091308
A9AJ3,413,591409141103
AJQ2J,523,591411120211
AQ56Q,611,591412050612
AKJ8K,583,591413110813
223TT,565,690202031010
223QQ,620,690202031212
22499,892,690202040909
22559,285,690202050509
227JJ,568,690202071111
22J44,991,690202110404
22JJ5,570,690202111105
23993,22,690203090903
24472,352,690204040702
25533,292,690205050303
262QQ,787,690206021212
26624,419,690206060204
27723,106,690207070203
28442,43,690208040402
28628,924,690208060208
28992,715,690208090902
299J2,674,690209091102
2KK2Q,340,690213130212
2A88A,95,690214080814
339K9,45,690303091309
343TT,46,690304031010
344TT,848,690304041010
34J3J,901,690304110311
34K4K,689,690304130413
35588,141,690305050808
35635,645,690305060305
35757,186,690305070507
3636Q,103,690306030612
37997,403,690307090907
383KK,477,690308031313
38737,408,690308070307
38853,434,690308080503
38938,147,690308090308
3TT3J,796,690310100311
3J22J,801,690311020211
3J53J,90,690311050311
3JJQ3,608,690311111203
433K4,508,690403031304
44577,632,690404050707
448A8,443,690404081408
44996,382,690404090906
44JJ9,449,690404111109
46767,836,690406070607
474J7,168,690407041107
47TT4,961,690407101004
49849,682,690409080409
4Q9Q4,164,690412091204
4QQ4K,435,690412120413
4K4KA,24,690413041314
4A45A,104,690414040514
52J25,526,690502110205
53939,509,690503090309
54858,928,690504080508
5522T,925,690505020210
5588A,519,690505080814
5599J,467,690505090911
55K8K,312,690505130813
55KJK,165,690505131113
55KQQ,849,690505131212
56Q6Q,208,690506120612
57252,376,690507020502
58J85,541,690508110805
59QQ5,437,690509121205
5T44T,517,690510040410
5J454,736,690511040504
5JJ88,847,690511110808
5QQ56,173,690512120506
5QA5Q,563,690512140512
5A54A,1000,690514050414
63623,983,690603060203
655T6,23,690605051006
65695,350,690605060905
66544,429,690606050404
6655J,362,690606050511
66922,105,690606090202
66J4J,253,690606110411
66AA7,57,690606141407
6J464,88,690611040604
6J7J6,946,690611071106
6K6K7,973,690613061307
6A22A,653,690614020214
727J2,585,690702071102
73366,347,690703030606
73763,809,690703070603
737J3,377,690703071103
757QQ,38,690705071212
76TT7,903,690706101007
77224,227,690707020204
77822,215,690707080202
787A8,51,690708071408
7887K,631,690708080713
79272,982,690709020702
7TT74,487,690710100704
7Q7JQ,755,690712071112
7K7K4,296,690713071304
7A7A3,828,690714071403
7A7A8,955,690714071408
8686J,865,690806080611
88223,201,690808020203
88779,342,690808070709
88JQQ,878,690808111212
88AA5,460,690808141405
89J98,152,690809110908
8Q86Q,6,690812080612
8A99A,765,690814090914
92A92,677,690902140902
95795,61,690905070905
97393,481,690907030903
97733,385,690907070303
97QQ7,596,690907121207
98779,718,690908070709
99488,667,690909040808
99J66,326,690909110606
99Q6Q,389,690909120612
9K494,729,690913040904
9A88A,799,690914080814
9AJ9A,273,690914110914
T2992,516,691002090902
T2Q2T,666,691002120210
T338T,629,691003030810
T44T8,941,691004041008
T676T,993,691006070610
T9595,506,691009050905
T99TJ,2,691009091011
TT272,277,691010020702
TT335,636,691010030305
TT633,153,691010060303
TT6KK,56,691010061313
TT778,185,691010070708
TT998,877,691010090908
TQ99Q,267,691012090912
TKK4T,926,691013130410
J2K2K,394,691102130213
J3QJQ,918,691103121112
J464J,134,691104060411
J48J4,763,691104081104
J6336,780,691106030306
J7676,282,691107060706
J77TJ,882,691107071011
J7J75,109,691107110705
JT4T4,676,691110041004
JTQJT,604,691110121110
JJ22T,332,691111020210
JJ6K6,463,691111061306
JJ88Q,664,691111080812
JQJ6Q,241,691112110612
JQQ66,232,691112120606
JA3A3,354,691114031403
Q2727,177,691202070207
Q2Q52,530,691202120502
Q46Q4,422,691204061204
Q488Q,669,691204080812
Q4QA4,542,691204121404
Q55Q3,869,691205051203
